Fish Code,Species,Season,Date Resolution,Year,Month,Day,Region,PFMA,Site Resolution,Longitude,Latitude,Final Length (cm),Project,Data flag,Amphipod,Barracudina,Copepod,Crangonidae,Crustacean larvae,Deep-sea smelt,Empty,Eulachon,Euphausiid,Gadiformes,Isopod,Lingcod,Midshipman,Myctophid,Mysid,Neotrypaea sp.,Northern anchovy,Octopus,Other,Pacific herring,Pacific jack mackerel,Pacific sand lance,Pacific saury,Pandalid,Pinnotherid,Planktonic shrimp,Pleuronectiformes,Poacher,Polychaete,Prowfish,Rockfish,Sablefish,Salmon,Sculpin,Squid,Surf smelt,Surfperch,Threespine stickleback,Tubesnout,Unidentified material,TotalWeight,TotalProp
19238,Chinook,Winter,exact date,2020,1,25,Salish Sea,15,creel site,-124.6220777,49.86279902,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.2619,1
19239,Chinook,Winter,exact date,2020,1,25,Salish Sea,15,creel site,-124.6220777,49.86279902,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7525,1
19240,Chinook,Winter,exact date,2019,11,30,Salish Sea,15,creel site,-124.6220777,49.86279902,67.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1562,1
19241,Chinook,Summer,exact date,2020,8,18,Salish Sea,20,creel site,-123.75682382,48.35967855,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0515,1
19243,Chinook,Summer,exact date,2020,8,12,Salish Sea,20,creel site,-123.75682382,48.35967855,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19248,Chinook,Summer,exact date,2020,8,5,Salish Sea,20,creel site,-123.75682382,48.35967855,79,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19252,Chinook,Summer,exact date,2020,9,2,Salish Sea,20,creel site,-123.75682382,48.35967855,76,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7304827111053697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26951728889463034,4.6446,1
19254,Chinook,Winter,exact date,2020,2,9,Salish Sea,15,creel site,-124.6220777,49.86279902,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7343,1
19258,Chinook,Summer,exact date,2020,8,28,Salish Sea,20,creel site,-123.75682382,48.35967855,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0.01978048127546923,0,0,0,0,0,0,0,0,0,0,0.9802195187245307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3619,1
19272,Chinook,Summer,exact date,2020,8,14,Salish Sea,19,creel site,-123.3930369,48.42225915,58,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19273,Chinook,Summer,exact date,2017,5,22,Salish Sea,14,creel site,-124.19183961,49.42847681,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7817304499878261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2182695500121738,22.5895,1
19274,Chinook,Summer,exact date,2020,8,24,Salish Sea,19,creel site,-123.38256136,48.40852342,79,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9456002043870214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05439979561297858,16.4394,1
19279,Chinook,Summer,exact date,2020,8,16,Salish Sea,19,creel site,-123.41596016,48.41464598,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19280,Chinook,Summer,exact date,2020,8,11,Salish Sea,20,creel site,-123.82126426,48.35375476,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19282,Chinook,Summer,exact date,2020,8,15,Salish Sea,20,creel site,-123.82126426,48.35375476,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19284,Chinook,Summer,exact date,2020,8,17,Salish Sea,20,creel site,-123.82126426,48.35375476,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19289,Chinook,Summer,exact date,2020,8,20,Salish Sea,19,creel site,-123.42446352,48.42394945,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19290,Chinook,Winter,exact date,2020,2,20,Salish Sea,19,creel site,-123.36574676,48.40580088,62.23,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19291,Chinook,Summer,exact date,2020,8,19,Salish Sea,20,creel site,-123.82126426,48.35375476,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8629387755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13706122448979594,3.675,1
19295,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8738451437414997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1261548562585002,12.793800000000001,0.9999999999999999
19296,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6974,1
19297,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7169143505388541,0,0,0,0,0,0.15001701644923424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1330686330119115,4.407500000000001,0.9999999999999998
19298,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,67.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.461500000000001,1
19299,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3998,1
19300,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8479067783535561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15209322164644382,11.0189,0.9999999999999999
19301,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40970038406663745,0,0,0.521136485597959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06916313033540354,54.5999,1
19302,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9163507472133573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08364925278664279,15.009099999999998,1
19303,Chinook,Summer,exact date,2020,8,6,Salish Sea,20,PFMA or PFMA subarea,-123.70857285,48.33153436,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19304,Chinook,Summer,exact date,2020,8,6,Salish Sea,20,PFMA or PFMA subarea,-123.70857285,48.33153436,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19305,Chinook,Summer,exact date,2020,8,15,Salish Sea,20,creel site,-123.82126426,48.35375476,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19306,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,63.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9599,1
19307,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,61,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5915637860082305,0,0,0,0,0,0.40843621399176955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2636,1
19308,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2055,1
19309,Chinook,Summer,exact date,2020,8,14,Salish Sea,20,creel site,-123.82126426,48.35375476,73,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8100137051067982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18998629489320193,16.7091,1
19310,Chinook,Summer,exact date,2020,8,15,Salish Sea,20,creel site,-123.82126426,48.35375476,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19311,Chinook,Winter,exact date,2020,3,14,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4744,1
19312,Chinook,Summer,date at month resolution,2020,8,,Salish Sea,20,creel site,-123.82126426,48.35375476,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7433224974027279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256677502597272,2.9839,1
19313,Chinook,Summer,exact date,2020,8,22,Salish Sea,19,creel site,-123.42446352,48.42394945,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33479024468127566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6652097553187243,5.0106,1
19314,Chinook,Summer,exact date,2020,8,30,Salish Sea,19,creel site,-123.38256136,48.40852342,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09797230418265286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9020276958173471,10.6081,1
19315,Chinook,Summer,exact date,2020,8,10,Salish Sea,20,creel site,-123.82126426,48.35375476,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19316,Chinook,Winter,exact date,2020,11,22,Salish Sea,19,creel site,-123.46700056,48.42648478,58,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9372,1
19317,Chinook,Winter,exact date,2020,11,28,Salish Sea,19,creel site,-123.41596016,48.41464598,61,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2575,1
19318,Chinook,Winter,exact date,2020,11,19,Salish Sea,19,creel site,-123.42446352,48.42394945,53,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7975199585101046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20248004148989532,23.5238,0.9999999999999999
19319,Chinook,Winter,exact date,2020,12,3,Salish Sea,19,creel site,-123.3930369,48.42225915,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6988779681656084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3011220318343916,14.9461,1
19320,Chinook,Winter,exact date,2020,11,19,Salish Sea,19,creel site,-123.41596016,48.41464598,60,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9912145646499313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878543535006868,96.38680000000001,1
19321,Chinook,Winter,exact date,2020,11,22,Salish Sea,19,creel site,-123.46700056,48.42648478,57,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8015,1
19322,Chinook,Winter,exact date,2020,12,3,Salish Sea,19,creel site,-123.41596016,48.41464598,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7885241460597794,0,0,0,0.12880750165156102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826683522886596,21.0407,1
19323,Chinook,Winter,exact date,2020,12,6,Salish Sea,19,creel site,-123.38256136,48.40852342,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4361,1
19324,Chinook,Winter,exact date,2020,12,4,Salish Sea,19,creel site,-123.36574676,48.40580088,53.34,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8983267635553096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10167323644469045,13.369299999999999,1
19325,Chinook,Winter,date at month resolution,2020,12,,Salish Sea,19,creel site,-123.42446352,48.42394945,53.34,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5595,1
19328,Chinook,Summer,exact date,2020,8,30,Salish Sea,17,creel site,-123.95627584,49.235019200000004,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6293,1
19330,Chinook,Winter,exact date,2020,12,7,Salish Sea,18,PFMA or PFMA subarea,-123.43518368,48.70337357,47.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19331,Chinook,Summer,exact date,2020,7,21,Salish Sea,17,creel site,-123.91289929,49.23346277,75,Angler,"Keep for FO, Proportion, and Fullness",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,1
19332,Chinook,Summer,exact date,2020,8,27,Salish Sea,17,creel site,-123.91289929,49.23346277,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7916,1
19333,Chinook,Summer,exact date,2020,7,22,Salish Sea,17,creel site,-123.95627584,49.235019200000004,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8262127386824771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17378726131752298,23.0903,1
19334,Chinook,Summer,exact date,2020,8,18,Salish Sea,17,creel site,-123.80591133,49.21275341,79.75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9496911126062757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05030888739372439,6.5396,1
19335,Chinook,Winter,exact date,2019,2,2,Salish Sea,17,creel site,-123.622756,48.92575856,64.77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8127638454692742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18723615453072587,35.0584,1
19336,Chinook,Summer,exact date,2020,7,16,Salish Sea,17,creel site,-123.95627584,49.235019200000004,73,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4886,1
19337,Chinook,Summer,exact date,2020,8,28,Salish Sea,17,creel site,-123.91289929,49.23346277,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19338,Chinook,Summer,exact date,2020,8,27,Salish Sea,17,creel site,-123.91289929,49.23346277,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5925806051758095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4074193948241905,14.5214,1
19339,Chinook,Summer,exact date,2020,8,30,Salish Sea,20,creel site,-123.75682382,48.35967855,55,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19340,Chinook,Winter,exact date,2020,11,11,Salish Sea,14,creel site,-124.34691544,49.34741726,64.77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6432,1
19342,Chinook,Winter,exact date,2020,11,11,Salish Sea,14,creel site,-124.34691544,49.34741726,62.992,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8902,1
19344,Chinook,Summer,date at month resolution,2020,8,,Salish Sea,20,creel site,-123.82126426,48.35375476,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19345,Chinook,Summer,exact date,2020,8,12,Salish Sea,20,creel site,-123.82126426,48.35375476,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0138,1
19346,Chinook,Summer,exact date,2020,9,7,Salish Sea,17,creel site,-124.14463703,49.32520791,80.01,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7287955745929203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27120442540707973,38.4507,1
19347,Chinook,Summer,exact date,2020,8,16,Salish Sea,20,creel site,-123.82126426,48.35375476,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19348,Chinook,Summer,exact date,2020,9,16,Salish Sea,14,creel site,-124.955888,49.806642,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19349,Chinook,Summer,exact date,2020,9,17,Salish Sea,14,creel site,-124.955888,49.806642,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5332,1
19351,Chinook,Summer,exact date,2020,7,29,Salish Sea,14,creel site,-124.955888,49.806642,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19352,Chinook,Summer,exact date,2020,7,28,Salish Sea,14,creel site,-124.955888,49.806642,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8906,1
19353,Chinook,Summer,exact date,2020,7,29,Salish Sea,14,creel site,-124.955888,49.806642,76,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.6495,1
19357,Chinook,Summer,exact date,2020,7,28,Salish Sea,17,creel site,-123.91289929,49.23346277,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8905933892091693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10940661079083068,13.1482,1
19358,Chinook,Summer,exact date,2020,8,4,Salish Sea,17,creel site,-123.95627584,49.235019200000004,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5373,1
19359,Chinook,Winter,exact date,2019,2,27,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5941,1
19360,Chinook,Summer,exact date,2020,8,30,Salish Sea,14,creel site,-124.34691544,49.34741726,67.31,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3997,1
19361,Chinook,Summer,exact date,2020,8,4,Salish Sea,17,creel site,-123.95627584,49.235019200000004,75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9646,1
19365,Chinook,Summer,exact date,2020,8,14,Salish Sea,17,creel site,-124.11725736,49.30670929,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34579813395643716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6542018660435628,12.2398,1
19376,Chinook,Summer,exact date,2020,7,22,Salish Sea,13,creel site,-125.1998002,49.99490829,80,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.19,1
19377,Chinook,Summer,exact date,2020,7,21,Salish Sea,13,creel site,-125.152304,49.979239,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9918591848729246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008140815127075483,315.61949999999996,1
19378,Chinook,Summer,exact date,2020,7,22,Salish Sea,13,creel site,-125.1998002,49.99490829,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.19,1
